author_name,family_name,genus_name,species,concat_species,ecocode_definition,ecocode,ecocode_abbreviation,ecocode_system,koch_type,taxon
Rossk.,PTILIIDAE,Acrotrichis,arnoldi,Acrotrichis arnoldi,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Acrotrichis|arnoldi|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,lucidula,Acrotrichis lucidula,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Acrotrichis|lucidula|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,lucidula,Acrotrichis lucidula,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Acrotrichis|lucidula|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,lucidula,Acrotrichis lucidula,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Acrotrichis|lucidula|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,lucidula,Acrotrichis lucidula,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Acrotrichis|lucidula|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,parva,Acrotrichis parva,Wood and trees,Wood and trees,BEco04,Bugs,,Acrotrichis|parva|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,parva,Acrotrichis parva,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Acrotrichis|parva|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,parva,Acrotrichis parva,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Acrotrichis|parva|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,parva,Acrotrichis parva,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Acrotrichis|parva|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,parva,Acrotrichis parva,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Acrotrichis|parva|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,rugulosa,Acrotrichis rugulosa,eats dung,coprophilous,HTyco,KochGroup,Food nourishment,Acrotrichis|rugulosa|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,rugulosa,Acrotrichis rugulosa,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Acrotrichis|rugulosa|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,rugulosa,Acrotrichis rugulosa,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Acrotrichis|rugulosa|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,rugulosa,Acrotrichis rugulosa,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Acrotrichis|rugulosa|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,silvatica,Acrotrichis silvatica,Wood and trees,Wood and trees,BEco04,Bugs,,Acrotrichis|silvatica|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,silvatica,Acrotrichis silvatica,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Acrotrichis|silvatica|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,silvatica,Acrotrichis silvatica,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Acrotrichis|silvatica|Rossk.
Rossk.,PTILIIDAE,Acrotrichis,silvatica,Acrotrichis silvatica,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Acrotrichis|silvatica|Rossk.
(Rott.),HYDROPHILIDAE,Laccobius,atratus,Laccobius atratus,Aquatics,Aquatics,BEco01,Bugs,,Laccobius|atratus|(Rott.)
(Rott.),HYDROPHILIDAE,Laccobius,atratus,Laccobius atratus,in water,aquatic,Ecoaq,KochGroup,Ecology,Laccobius|atratus|(Rott.)
(Rott.),HYDROPHILIDAE,Laccobius,atratus,Laccobius atratus,in Sphagnum,sphagnicolous,Ecosp,KochGroup,Ecology,Laccobius|atratus|(Rott.)
(Rott.),HYDROPHILIDAE,Laccobius,atratus,Laccobius atratus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Laccobius|atratus|(Rott.)
(Rott.),HYDROPHILIDAE,Laccobius,atratus,Laccobius atratus,,tyrphophilous,HTyty,KochGroup,,Laccobius|atratus|(Rott.)
Rott.,HYDROPHILIDAE,Laccobius,obscuratus,Laccobius obscuratus,Aquatics,Aquatics,BEco01,Bugs,,Laccobius|obscuratus|Rott.
Rott.,HYDROPHILIDAE,Laccobius,obscuratus,Laccobius obscuratus,in water,aquatic,Ecoaq,KochGroup,Ecology,Laccobius|obscuratus|Rott.
Rott.,HYDROPHILIDAE,Laccobius,obscuratus,Laccobius obscuratus,"at water sources, springs, etc.",krenophilous,HTykr,KochGroup,Habitat type,Laccobius|obscuratus|Rott.
Rott.,HYDROPHILIDAE,Laccobius,obscuratus,Laccobius obscuratus,associated with flowing water,rheophilous,HTyrh,KochGroup,Habitat type,Laccobius|obscuratus|Rott.
Rott.,HYDROPHILIDAE,Laccobius,obscuratus,Laccobius obscuratus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Laccobius|obscuratus|Rott.
Roubal,CRYPTOPHAGIDAE,Cryptophagus,falcozi,Cryptophagus falcozi,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Cryptophagus|falcozi|Roubal
Roubal,CRYPTOPHAGIDAE,Cryptophagus,falcozi,Cryptophagus falcozi,Wood and trees,Wood and trees,BEco04,Bugs,,Cryptophagus|falcozi|Roubal
(Rye),CARABIDAE,Philorhizus,vectensis,Philorhizus vectensis,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Philorhizus|vectensis|(Rye)
(Rye),CARABIDAE,Philorhizus,vectensis,Philorhizus vectensis,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Philorhizus|vectensis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,Meadowland,Meadowland,BEco03,Bugs,,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Longitarsus|agilis|(Rye)
(Rye),CHRYSOMELIDAE,Longitarsus,agilis,Longitarsus agilis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Longitarsus|agilis|(Rye)
(Rye),LEIODIDAE,Leiodes,lunicollis,Leiodes lunicollis,Meadowland,Meadowland,BEco03,Bugs,,Leiodes|lunicollis|(Rye)
(Rye),LEIODIDAE,Leiodes,macropus,Leiodes macropus,Meadowland,Meadowland,BEco03,Bugs,,Leiodes|macropus|(Rye)
(Rye),LEIODIDAE,Leiodes,macropus,Leiodes macropus,Wood and trees,Wood and trees,BEco04,Bugs,,Leiodes|macropus|(Rye)
(Rye),LEIODIDAE,Leiodes,macropus,Leiodes macropus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Leiodes|macropus|(Rye)
(Rye),LEIODIDAE,Leiodes,macropus,Leiodes macropus,on leaves,phyllicolous,Ecoph,KochGroup,Ecology,Leiodes|macropus|(Rye)
(Rye),PSELAPHIDAE,Brachygluta,waterhousei,Brachygluta waterhousei,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Brachygluta|waterhousei|(Rye)
(Rye),PSELAPHIDAE,Brachygluta,waterhousei,Brachygluta waterhousei,,Acarophagous,FNoMi,KochGroup,,Brachygluta|waterhousei|(Rye)
(Rye),PSELAPHIDAE,Brachygluta,waterhousei,Brachygluta waterhousei,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Brachygluta|waterhousei|(Rye)
(Rye),PSELAPHIDAE,Tychobythinus,glabratus,Tychobythinus glabratus,Meadowland,Meadowland,BEco03,Bugs,,Tychobythinus|glabratus|(Rye)
(Rye),PSELAPHIDAE,Tychobythinus,glabratus,Tychobythinus glabratus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Tychobythinus|glabratus|(Rye)
(Rye),PSELAPHIDAE,Tychobythinus,glabratus,Tychobythinus glabratus,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Tychobythinus|glabratus|(Rye)
(Rye),PSELAPHIDAE,Tychobythinus,glabratus,Tychobythinus glabratus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Tychobythinus|glabratus|(Rye)
(Rye),PSELAPHIDAE,Tychobythinus,glabratus,Tychobythinus glabratus,,terricolous or subterranean,Ecote,KochGroup,,Tychobythinus|glabratus|(Rye)
(Rye),STAPHYLINIDAE,Alevonota,egregia,Alevonota egregia,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Alevonota|egregia|(Rye)
(Rye),STAPHYLINIDAE,Alevonota,egregia,Alevonota egregia,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Alevonota|egregia|(Rye)
(Rye),STAPHYLINIDAE,Alevonota,egregia,Alevonota egregia,"in galleries, nests, etc. of rodents",microcavernicolous,Ecomi,KochGroup,Ecology,Alevonota|egregia|(Rye)
(Rye),STAPHYLINIDAE,Alevonota,egregia,Alevonota egregia,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Alevonota|egregia|(Rye)
(Rye),STAPHYLINIDAE,Alevonota,egregia,Alevonota egregia,prefers warm localities,thermophilous,HTyth,KochGroup,Habitat type,Alevonota|egregia|(Rye)
(Rye),STAPHYLINIDAE,Boreophilia,eremita,Boreophilia eremita,in Sphagnum,sphagnicolous,Ecosp,KochGroup,Ecology,Boreophilia|eremita|(Rye)
(Rye),STAPHYLINIDAE,Boreophilia,eremita,Boreophilia eremita,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Boreophilia|eremita|(Rye)
(Rye),STAPHYLINIDAE,Boreophilia,eremita,Boreophilia eremita,,tyrphophilous,HTyty,KochGroup,,Boreophilia|eremita|(Rye)
(Rye),STAPHYLINIDAE,Tetartopaeus,zetterstedti,Tetartopaeus zetterstedti,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Tetartopaeus|zetterstedti|(Rye)
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,Disturbed ground/arable,Disturbed/arable,BEco06a,Bugs,,Longitarsus|kutscherae|Rye
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,Meadowland,Meadowland,BEco03,Bugs,,Longitarsus|kutscherae|Rye
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Longitarsus|kutscherae|Rye
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Longitarsus|kutscherae|Rye
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,on herbs,herbicolous,Ecohe,KochGroup,Ecology,Longitarsus|kutscherae|Rye
Rye,CHRYSOMELIDAE,Longitarsus,kutscherae,Longitarsus kutscherae,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Longitarsus|kutscherae|Rye
Rye,CURCULIONIDAE,Leiosoma,troglodytes,Leiosoma troglodytes,Meadowland,Meadowland,BEco03,Bugs,,Leiosoma|troglodytes|Rye
Rye,HYDRAENIDAE,Ochthebius,poweri,Ochthebius poweri,Aquatics,Aquatics,BEco01,Bugs,,Ochthebius|poweri|Rye
Rye,SCYDMAENIDAE,Neuraphes,praeteritus,Neuraphes praeteritus,Wood and trees,Wood and trees,BEco04,Bugs,,Neuraphes|praeteritus|Rye
Rye,SCYDMAENIDAE,Neuraphes,praeteritus,Neuraphes praeteritus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Neuraphes|praeteritus|Rye
Rye,SCYDMAENIDAE,Neuraphes,praeteritus,Neuraphes praeteritus,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Neuraphes|praeteritus|Rye
Rye,SCYDMAENIDAE,Neuraphes,praeteritus,Neuraphes praeteritus,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Neuraphes|praeteritus|Rye
Rye,STAPHYLINIDAE,Bledius,fuscipes,Bledius fuscipes,"Open wet habitats, shingle, etc",Open wet habitats,BEco05b,Bugs,,Bledius|fuscipes|Rye
Rye,STAPHYLINIDAE,Bledius,fuscipes,Bledius fuscipes,in sand,psammophilous,HTyps,KochGroup,Habitat type,Bledius|fuscipes|Rye
Rye,STAPHYLINIDAE,Bledius,fuscipes,Bledius fuscipes,on river banks,ripicolous,Ecori,KochGroup,Ecology,Bledius|fuscipes|Rye
Rye,STAPHYLINIDAE,Bledius,fuscipes,Bledius fuscipes,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Bledius|fuscipes|Rye
Rye,STAPHYLINIDAE,Omalium,rugulipenne,Omalium rugulipenne,Halotolerant (all salts),Halotolerant,BEco13,Bugs,Habitat type,Omalium|rugulipenne|Rye
Rye,STAPHYLINIDAE,Omalium,rugulipenne,Omalium rugulipenne,in salty environments,halophilous,HTyha,KochGroup,Habitat type,Omalium|rugulipenne|Rye
Rye,STAPHYLINIDAE,Omalium,rugulipenne,Omalium rugulipenne,in plant debris (litter),phytodetriticolous,Ecopt,KochGroup,Ecology,Omalium|rugulipenne|Rye
Rye,STAPHYLINIDAE,Omalium,rugulipenne,Omalium rugulipenne,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Omalium|rugulipenne|Rye
Rye,STAPHYLINIDAE,Stenus,oscillator,Stenus oscillator,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Stenus|oscillator|Rye
Rye,STAPHYLINIDAE,Stenus,oscillator,Stenus oscillator,in swamps,paludicolous,Ecopa,KochGroup,Ecology,Stenus|oscillator|Rye
Rye,STAPHYLINIDAE,Stenus,oscillator,Stenus oscillator,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Stenus|oscillator|Rye
Rye,STAPHYLINIDAE,Stenus,oscillator,Stenus oscillator,,tyrphophilous,HTyty,KochGroup,,Stenus|oscillator|Rye
(Sahl.),CARABIDAE,Agonum,dolens,Agonum dolens,Wetlands/marshes,Wetlands/marshes,BEco05a,Bugs,,Agonum|dolens|(Sahl.)
(Sahl.),CARABIDAE,Agonum,dolens,Agonum dolens,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Agonum|dolens|(Sahl.)
(Sahl.),CARABIDAE,Agonum,dolens,Agonum dolens,prefers moisture,hygrophilous,HTyhy,KochGroup,Habitat type,Agonum|dolens|(Sahl.)
(Sahl.),CARABIDAE,Agonum,dolens,Agonum dolens,on river banks,ripicolous,Ecori,KochGroup,Ecology,Agonum|dolens|(Sahl.)
(Sahl.),CARABIDAE,Amara,praetermissa,Amara praetermissa,Sandy/dry disturbed ground/arable,Sandy/dry disturbed/arable,BEco06b,Bugs,,Amara|praetermissa|(Sahl.)
(Sahl.),CARABIDAE,Amara,praetermissa,Amara praetermissa,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Amara|praetermissa|(Sahl.)
(Sahl.),CARABIDAE,Amara,praetermissa,Amara praetermissa,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Amara|praetermissa|(Sahl.)
(Sahl.),CARABIDAE,Calathus,erratus,Calathus erratus,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Calathus|erratus|(Sahl.)
(Sahl.),CARABIDAE,Calathus,erratus,Calathus erratus,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Calathus|erratus|(Sahl.)
(Sahl.),CARABIDAE,Calathus,erratus,Calathus erratus,prefers dry places,xerophilous,HTyxe,KochGroup,Habitat type,Calathus|erratus|(Sahl.)
(Sahl.),CARABIDAE,Trichocellus,mannerheimi,Trichocellus mannerheimi,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Trichocellus|mannerheimi|(Sahl.)
(Sahl.),CARABIDAE,Trichocellus,mannerheimi,Trichocellus mannerheimi,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Trichocellus|mannerheimi|(Sahl.)
(Sahl.),CHRYSOMELIDAE,Galeruca,laticollis,Galeruca laticollis,Meadowland,Meadowland,BEco03,Bugs,,Galeruca|laticollis|(Sahl.)
(Sahl.),COLONIDAE,Colon,appendiculatum,Colon appendiculatum,Wood and trees,Wood and trees,BEco04,Bugs,,Colon|appendiculatum|(Sahl.)
(Sahl.),COLONIDAE,Colon,appendiculatum,Colon appendiculatum,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Colon|appendiculatum|(Sahl.)
(Sahl.),COLONIDAE,Colon,appendiculatum,Colon appendiculatum,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Colon|appendiculatum|(Sahl.)
(Sahl.),COLONIDAE,Colon,appendiculatum,Colon appendiculatum,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Colon|appendiculatum|(Sahl.)
(Sahl.),COLONIDAE,Colon,appendiculatum,Colon appendiculatum,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Colon|appendiculatum|(Sahl.)
(Sahl.),COLONIDAE,Colon,dentipes,Colon dentipes,Meadowland,Meadowland,BEco03,Bugs,,Colon|dentipes|(Sahl.)
(Sahl.),COLONIDAE,Colon,dentipes,Colon dentipes,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Colon|dentipes|(Sahl.)
(Sahl.),COLONIDAE,Colon,dentipes,Colon dentipes,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Colon|dentipes|(Sahl.)
(Sahl.),COLONIDAE,Colon,dentipes,Colon dentipes,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Colon|dentipes|(Sahl.)
(Sahl.),COLONIDAE,Colon,dentipes,Colon dentipes,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Colon|dentipes|(Sahl.)
(Sahl.),COLONIDAE,Colon,serripes,Colon serripes,Wood and trees,Wood and trees,BEco04,Bugs,,Colon|serripes|(Sahl.)
(Sahl.),COLONIDAE,Colon,serripes,Colon serripes,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Colon|serripes|(Sahl.)
(Sahl.),COLONIDAE,Colon,serripes,Colon serripes,in fungi,mycetophilous,HTymy,KochGroup,Habitat type,Colon|serripes|(Sahl.)
(Sahl.),COLONIDAE,Colon,serripes,Colon serripes,prefers shade,pholeophilous,HTyph,KochGroup,Habitat type,Colon|serripes|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,Wood and trees,Wood and trees,BEco04,Bugs,,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,in the humus layer,humicolous,Ecohu,KochGroup,Ecology,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CRYPTOPHAGIDAE,Caenoscelis,ferruginea,Caenoscelis ferruginea,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Caenoscelis|ferruginea|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,gyllenhalii,Pissodes gyllenhalii,Coniferous Wood and tree indicators,Indicators: Coniferous,BEco04b,Bugs,,Pissodes|gyllenhalii|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,gyllenhalii,Pissodes gyllenhalii,Wood and trees,Wood and trees,BEco04,Bugs,,Pissodes|gyllenhalii|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,Wood and trees,Wood and trees,BEco04,Bugs,,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,on trees,arboricolous,Ecoab,KochGroup,Ecology,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,on a narrow range of often closely related plant or animal species,oligophagous,FDeOl,KochGroup,Food dependency,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,feeds on leaves,phyllophagous,FNoPy,KochGroup,Food nourishment,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Pissodes|validirostris|(Sahl.)
(Sahl.),CURCULIONIDAE,Pissodes,validirostris,Pissodes validirostris,feeds on wood,xylophagous,FNoXy,KochGroup,Food nourishment,Pissodes|validirostris|(Sahl.)
(Sahl.),DYTISCIDAE,Agabus,wasastjernae,Agabus wasastjernae,Aquatics,Aquatics,BEco01,Bugs,,Agabus|wasastjernae|(Sahl.)
(Sahl.),DYTISCIDAE,Agabus,wasastjernae,Agabus wasastjernae,Standing water (ponds) indicators,Indicators: Standing water,BEco01a,Bugs,,Agabus|wasastjernae|(Sahl.)
(Sahl.),DYTISCIDAE,Agabus,wasastjernae,Agabus wasastjernae,in water,aquatic,Ecoaq,KochGroup,Ecology,Agabus|wasastjernae|(Sahl.)
(Sahl.),DYTISCIDAE,Agabus,wasastjernae,Agabus wasastjernae,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Agabus|wasastjernae|(Sahl.)
(Sahl.),DYTISCIDAE,Agabus,wasastjernae,Agabus wasastjernae,,tyrphophilous,HTyty,KochGroup,,Agabus|wasastjernae|(Sahl.)
(Sahl.),DYTISCIDAE,Oreodytes,sanmarkii,Oreodytes sanmarkii,Aquatics,Aquatics,BEco01,Bugs,,Oreodytes|sanmarkii|(Sahl.)
(Sahl.),DYTISCIDAE,Oreodytes,sanmarkii,Oreodytes sanmarkii,in water,aquatic,Ecoaq,KochGroup,Ecology,Oreodytes|sanmarkii|(Sahl.)
(Sahl.),DYTISCIDAE,Oreodytes,sanmarkii,Oreodytes sanmarkii,associated with flowing water,rheophilous,HTyrh,KochGroup,Habitat type,Oreodytes|sanmarkii|(Sahl.)
(Sahl.),DYTISCIDAE,Oreodytes,sanmarkii,Oreodytes sanmarkii,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Oreodytes|sanmarkii|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,Carrion,Carrion,BEco07b,Bugs,,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,Dung/foul decaying habitats,Dung/foul habitats,BEco07a,Bugs,,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,Pasture/Dung,Pasture/Dung,BEco02,Bugs,,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,Wood and trees,Wood and trees,BEco04,Bugs,,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,in many varied biotope,eurytopic,HRaEu,KochGroup,Habitat range,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,in rotting materials,saprophilous,HTysa,KochGroup,Habitat type,Margarinotus|striola|(Sahl.)
(Sahl.),HISTERIDAE,Margarinotus,striola,Margarinotus striola,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Margarinotus|striola|(Sahl.)
(Sahl.),LATRIDIIDAE,Corticarina,latipennis,Corticarina latipennis,Mould beetles of all types.,Mould beetles,BEco08,Bugs,,Corticarina|latipennis|(Sahl.)
(Sahl.),LATRIDIIDAE,Corticarina,latipennis,Corticarina latipennis,Wood and trees,Wood and trees,BEco04,Bugs,,Corticarina|latipennis|(Sahl.)
(Sahl.),LATRIDIIDAE,Corticarina,latipennis,Corticarina latipennis,on fungi,mycetophagous,FNoMy,KochGroup,Food nourishment,Corticarina|latipennis|(Sahl.)
(Sahl.),LATRIDIIDAE,Corticarina,latipennis,Corticarina latipennis,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Corticarina|latipennis|(Sahl.)
(Sahl.),LATRIDIIDAE,Corticarina,latipennis,Corticarina latipennis,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Corticarina|latipennis|(Sahl.)
(Sahl.),ORTHOPERIDAE,Arthrolips,obscurus,Arthrolips obscurus,Deciduous Wood and tree indicators,Indicators: Deciduous,BEco04a,Bugs,,Arthrolips|obscurus|(Sahl.)
(Sahl.),ORTHOPERIDAE,Arthrolips,obscurus,Arthrolips obscurus,Wood and trees,Wood and trees,BEco04,Bugs,,Arthrolips|obscurus|(Sahl.)
(Sahl.),ORTHOPERIDAE,Arthrolips,obscurus,Arthrolips obscurus,in woodland,silvicolous,Ecosi,KochGroup,Ecology,Arthrolips|obscurus|(Sahl.)
(Sahl.),ORTHOPERIDAE,Arthrolips,obscurus,Arthrolips obscurus,only in the specified biotope,stenotopic,HRaSt,KochGroup,Habitat range,Arthrolips|obscurus|(Sahl.)
(Sahl.),ORTHOPERIDAE,Arthrolips,obscurus,Arthrolips obscurus,in wood debris,xylodetriticolous,Ecoxy,KochGroup,Ecology,Arthrolips|obscurus|(Sahl.)
(Sahl.),SERROPALPIDAE,Xylita,livida,Xylita livida,Coniferous Wood and tree indicators,Indicators: Coniferous,BEco04b,Bugs,,Xylita|livida|(Sahl.)
(Sahl.),SERROPALPIDAE,Xylita,livida,Xylita livida,Wood and trees,Wood and trees,BEco04,Bugs,,Xylita|livida|(Sahl.)
(Sahl.),STAPHYLINIDAE,Alaobia,scapularis,Alaobia scapularis,Wood and trees,Wood and trees,BEco04,Bugs,,Alaobia|scapularis|(Sahl.)
(Sahl.),STAPHYLINIDAE,Bryophacis,maklini,Bryophacis maklini,Heathland and moorland,Heathland & moorland,BEco12,Bugs,,Bryophacis|maklini|(Sahl.)
